,business_id,stars_of_business,AVG_stars_category,                                    AVG_stars_category_round,categories,latitude,longitude,PriceRange
16,MFPk16G7fAxnCKTyfjw8Vw,4.0,3.71693633128,3.5,American,33.3935343,-111.8717782,2.0
17,ZlvVCqFKTMK4rBkTQzVBpA,3.5,3.85423556347,4.0,Delis,33.465611,-112.082178,1.0
18,AIaapC6bZ9FtfUedrhKq-A,4.5,3.85423556347,4.0,Delis,33.4939433,-111.930592,1.0
19,-_UANm0_Ik2_PJwrcPhHIw,4.5,3.90542280151,4.0,Thai,33.3229734,-111.7205811,2.0
20,OBU1RnQ1Ms69ANAzu2LZPw,4.5,3.6339869281,3.5,Mexican,33.415903,-111.6090761,
21,nfyqtEoufkhjv97IueK7Ow,2.5,3.6339869281,3.5,Mexican,33.2980506,-111.744263,2.0
22,teuMyRZIPurYkSLMCEzLyw,3.5,3.71693633128,3.5,American,33.647457,-111.915815,2.0
23,FFdlPSZCGgTdg1CAfrlvlw,3.0,3.71693633128,3.5,American,33.3052457,-112.0534296,2.0
24,JDxSetmCF6Vx_2OQNA825A,4.5,3.71693633128,3.5,American,33.4478324274,-112.070633269,2.0
25,0QUjIl8sGZsA0L1JCqVAgA,3.5,3.71693633128,3.5,American,33.4925859,-111.9257988,2.0
26,QQvzErQ8Ijdy3SyEmYVG7Q,3.0,3.71009169789,3.5,Japanese,33.3192304,-111.8741469,2.0
27,Az_IY3TgnOcnh1dXd7GZLg,4.0,3.61826552747,3.5,Chinese,33.4150511,-111.8895322,2.0
28,p13qH8oFAXmwKxhZlpuCKw,4.5,3.9074243813,4.0,Halal,33.3193298853,-111.925874312,2.0
29,wWvInCI38F80lqLvnW26hg,4.0,3.6339869281,3.5,Mexican,33.2454981779,-111.842032671,1.0
30,PEezgevlEHjujMN1qTQH1g,4.0,3.71693633128,3.5,American,33.3206091,-111.9663294,2.0
31,I2IofjP2sHZUkv7pcoc33A,3.0,3.57690228931,3.5,Burgers,33.466085,-112.013243,2.0
32,m_rEr3Vg1-f9Dg-Nag4FWg,4.0,3.6339869281,3.5,Mexican,33.4215666,-111.942904,1.0
33,zG_wv69bsllw_PWhOmoAKQ,4.5,3.71693633128,3.5,American,33.5091275,-112.0124434,3.0
34,FbWwugp1EWRYBv76Wd3BEg,3.0,3.9655426491,4.0,Cafes,33.2970579963,-111.742742322,1.0
35,ycYrsFV0wxeh0vkaKxe9gA,3.0,3.1048459737,3.0,Chicken Wings,33.4078922,-111.9539189,1.0
36,40_99L6HTtK_eHHT_tCjmw,3.5,3.85423556347,4.0,Delis,33.6392168,-112.3594631,2.0
37,5nrEG6lFlKfr-OluekbsTw,4.5,3.90542280151,4.0,Thai,33.8645537841,-112.13774085,2.0
38,uLzb0n7iYbaTZKeta1RDAw,3.5,3.6339869281,3.5,Mexican,33.6008756,-112.2877744,1.0
39,f1cS7KJoHQ39Bm4dKTkWXQ,2.5,3.2826009922,3.5,Fast Food,33.144219,-111.548314,1.0
40,aUA-yxgPFHt-WeL722n68g,3.5,3.1048459737,3.0,Chicken Wings,33.3555888199,-111.79010265,
41,lLU7Q9fWurssDHHFUAxmxg,3.5,3.96311010216,4.0,Hot Dogs,33.3202869,-111.8905049,2.0
42,3fY0Hkcx9GM5HIQxDMWPIg,4.0,3.61826552747,3.5,Chinese,33.538144,-112.096976,2.0
43,qc-YDANWNNI3iEwam7wy1w,4.0,3.61826552747,3.5,Chinese,33.3795863,-111.8499629,1.0
44,tts50qycF0LDaIc_zmf32A,4.0,3.6339869281,3.5,Mexican,33.5981698,-112.1507483,1.0
45,GnJKfQ_rjNwlfNb-A4CBvQ,1.5,3.1048459737,3.0,Chicken Wings,33.5092003,-112.1867111,1.0
46,97AFYADGuOJX-mx8YPFZpg,3.0,3.71693633128,3.5,American,33.414848,-111.8402658,1.0
47,cLojUtqkFpVIHFEvA_5Atw,3.5,3.92219589258,4.0,Caribbean,33.4557075,-112.0720114,2.0
48,yypKLRJxSjR2uNaTS_O6pw,3.5,3.82181004157,4.0,Italian,33.5266038,-111.924627,2.0
49,gCVWxtYREVgirUvlUfGPzw,3.5,3.71693633128,3.5,American,33.422145,-111.938705,1.0
50,iNvY0zAlaD_ye7Z6rHu-Ug,4.0,3.57690228931,3.5,Burgers,33.4947745,-112.0000425,1.0
51,XGK7mKZJQtJa77Izhx6xyQ,4.0,4.05773905997,4.0,Mediterranean,33.669826,-112.239255,
52,-UHDEY88hqUtrTPWfQ5CgQ,2.5,3.71693633128,3.5,American,33.3847097769,-111.926013297,1.0
53,XZZBFKfxi_I8RFla028zmw,4.0,3.68550936056,3.5,Asian Fusion,33.670381,-111.90617,2.0
54,b9fEUyazo9wd4TZeDowAkA,2.0,3.57690228931,3.5,Burgers,33.4931581,-112.2896653,1.0
55,FUKRPXgUx9Gm8xo4c9VosQ,3.5,3.57892219388,3.5,Sandwiches,33.349603,-111.9498307,1.0
56,4xTEUanoQgInQXRMBZtYuQ,2.5,3.57690228931,3.5,Burgers,33.4567961,-112.2736528,1.0
57,dCUnkEiVCr724xl9JNJACg,4.0,3.57690228931,3.5,Burgers,33.4957158263,-112.154138316,2.0
58,2qqzGBLM9VFwjIuiEKHspg,4.0,3.83805923125,4.0,Seafood,33.5101676,-112.0449114,2.0
59,Rg4dHuszzF0Mb4yqtoHSiA,4.5,3.6339869281,3.5,Mexican,33.377437,-111.634661,1.0
60,6KRtBQBVLf3Iw9y44gE6Vg,2.5,3.71693633128,3.5,American,33.4940188506,-112.04623092,1.0
61,MPmSoEd46WXqhN-5rw7Yqw,3.0,3.82181004157,4.0,Italian,33.625275,-112.1314386,2.0
62,8K4pWvuJmGWXDgCugYKYvw,4.5,3.71009169789,3.5,Japanese,33.4991459,-111.9180814,2.0
63,jfzBB5Z7VTsABFT4saJ8tw,4.5,3.82181004157,4.0,Italian,33.6211787,-111.8977013,1.0
64,Q337sJLaPPiKCsoIoSEWGg,2.5,3.71693633128,3.5,American,33.3099438139,-111.746379336,2.0
65,WtvgFwomRmd1tcGATO1jnQ,3.5,4.14091192032,4.0,Gluten-Free,33.407984,-111.89442,1.0
66,PnUN5SZ4x0vQ89RQHS-GsA,3.5,3.6339869281,3.5,Mexican,33.5371143137,-112.239370564,1.0
67,B54ozdLlH5ozkwnweskhYg,3.5,3.57892219388,3.5,Sandwiches,33.2608752,-111.860136,1.0
68,O_wVKStXEt3rgZc6MjROqA,4.5,3.1048459737,3.0,Chicken Wings,33.4798673,-111.9978264,1.0
69,kK4AzZ0YWI-U2G-paAL7Fg,4.0,3.82181004157,4.0,Italian,33.5381018,-111.9085143,2.0
70,74e6XvsPLm1y41glFHM45w,4.0,3.82181004157,4.0,Italian,33.3647941,-111.878391,2.0
71,TuuENwzxOFdDLY_oKCbFZw,4.5,3.71693633128,3.5,American,33.2125748081,-111.675267535,2.0
72,dzSPa5kkpQIRjMOHvDUF_Q,3.0,3.57892219388,3.5,Sandwiches,33.7145372442,-112.110936211,2.0
73,nvaAUTTl7oqiJDhuimNG6A,4.0,3.92929464199,4.0,Breakfast & Brunch,33.3841971,-111.8593691,2.0
74,MhkZLdUFaHt5SDcQcqOWQg,3.5,3.71009169789,3.5,Japanese,33.6407192,-112.3544507,2.0
75,etGak8aEXrJ_o84Teb0WVA,4.0,3.71693633128,3.5,American,33.8296784,-111.9289621,2.0
76,G2xMNNarmi-F7n5OJmGfxg,4.0,3.57892219388,3.5,Sandwiches,33.3887352,-111.5455889,1.0
77,LjwXnAjusrwCZGsWV3Ue8Q,2.0,3.61826552747,3.5,Chinese,33.3796235,-111.7559876,1.0
78,Cz0McL5lUaihqOIw0_Yo7w,3.5,3.92929464199,4.0,Breakfast & Brunch,33.638815,-111.8820824,2.0
79,VB5whsLqaozVGkqgO7lrcw,5.0,3.6339869281,3.5,Mexican,33.4378623962,-112.201217651,1.0
80,V9ZVTBxrRwkEV0Sc5LHuLA,5.0,3.71693633128,3.5,American,33.4984622562,-111.926596457,2.0
81,pGUS_Bj4FH-RfLozQslfjA,4.0,3.6339869281,3.5,Mexican,33.0712018,-112.0467647,1.0
82,0EXVIF07vw-QTTy9V7-ebg,4.0,3.9655426491,4.0,Cafes,33.2418524,-111.6340048,2.0
83,Pfb6VOIiroqDWOebfgWGPQ,4.0,3.69719712054,3.5,Bars,33.5223999,-112.0478399,2.0
84,bPVotyFvP_FNSIr4R8evcw,4.0,3.67025617774,3.5,Pizza,33.3293642208,-111.979633853,2.0
85,2pUfZfry5F0OLI8QoqVtxg,1.5,3.2826009922,3.5,Fast Food,33.4233265,-112.2401923,1.0
86,OeK00DRMMP6DmTeQoaPXsg,1.5,3.2826009922,3.5,Fast Food,33.413324,-111.873436,1.0
87,70t-ybLLFRTEKZ28sRCH2w,3.0,3.67025617774,3.5,Pizza,33.6398604,-112.2523992,2.0
88,0I9hM9wDi42u1thr_H9VTw,4.0,3.75842852198,4.0,Barbeque,33.3707488,-112.5828014,1.0
89,simnCuMX4OVwIhWaIqL4zA,3.5,3.61826552747,3.5,Chinese,33.5702214,-111.8891061,1.0
90,AZrHgTEzuwrki9eBGjWBIg,2.0,3.67025617774,3.5,Pizza,33.3788966,-112.1658771,1.0
91,zmvIqh26-lzpZROHuhA-6w,4.0,3.96373260145,4.0,Greek,33.3210148,-111.9132064,1.0
92,7PS_ozDjv5NnpdZGcOsDvQ,3.0,3.77405991077,4.0,Korean,33.365763,-111.857802,2.0
93,wontUd0R4iULDyVSsaobCw,5.0,3.69719712054,3.5,Bars,33.497292,-111.9223571,2.0
94,M75Mj9JwbL_2dDsyXQiUSw,2.5,3.71693633128,3.5,American,33.8308826,-111.9329429,2.0
95,aNuyJOFNrb-d71amzPpxlw,3.5,3.71693633128,3.5,American,33.507982,-112.035636,2.0
96,LmuqUp1_fXGhhuKKG6wXcw,3.5,3.96373260145,4.0,Greek,33.4149317,-111.8501092,1.0
97,Nwh2N0k-u4q_dV2VLY4Fgw,2.0,3.9655426491,4.0,Cafes,33.0629326,-111.4843813,1.0
98,eJpr6Ks8pr4bmvDVPTN-Xg,4.0,3.57892219388,3.5,Sandwiches,33.5689093073,-111.889852529,1.0
99,c7pCjV1jaM1-o6FS0gB9Zg,3.5,3.4389031266,3.5,Buffets,33.4651994,-111.9282422,1.0
100,kOsZcKkDte0pQ38Ek8mNAQ,4.0,4.14091192032,4.0,Gluten-Free,33.3796235,-111.7559876,2.0
101,heyprN6HwLYVWINXd2z3OQ,3.0,3.71693633128,3.5,American,33.6617775378,-112.187098962,2.0
102,WtCsHjZVF83TNTieRkFxZw,4.5,3.82181004157,4.0,Italian,33.3674505,-111.7561394,1.0
103,zwHM6hz8swKIG-4-BSKMPA,3.0,3.57690228931,3.5,Burgers,33.6002388,-111.9863276,1.0
104,o2e_M8SqL6IJ9_Ih0yQkMA,2.0,3.67025617774,3.5,Pizza,33.4072034,-111.927283,1.0
105,NHy-HT-FI305jqgyeIWPCQ,3.5,3.71693633128,3.5,American,33.4150525,-111.9085149,1.0
106,g4BHJNZPE5mMKYUzpq86CQ,3.5,3.71693633128,3.5,American,33.5337789,-112.261797,2.0
107,bFIa5GWBFcyhHJOMctO6XA,3.5,3.6339869281,3.5,Mexican,33.4658931,-111.6858266,2.0
108,gBexinoctpKpwhyxAMZ_wA,1.5,3.71693633128,3.5,American,33.4797165824,-112.219321044,1.0
109,0XaoiuLevLVGJRAVq755qQ,4.0,3.1048459737,3.0,Chicken Wings,33.1891666,-111.5997773,2.0
110,IheYoy35P3l11BQ1pNA9pg,4.5,3.6339869281,3.5,Mexican,33.6567037375,-112.099063732,1.0
111,mSbFLlDB5Qu-6al1e2DSBw,4.5,3.92929464199,4.0,Breakfast & Brunch,33.466193,-111.919829,1.0
112,6svqiMcmS-tolyzsz2S4-Q,4.0,3.92929464199,4.0,Breakfast & Brunch,33.421413,-111.914915,2.0
113,UIGFrEcoDsw05I1UOrxdOA,4.0,3.68550936056,3.5,Asian Fusion,33.306501,-111.875221,2.0
114,FucrEEO2laIlAnIZ_n6cTA,2.5,3.2826009922,3.5,Fast Food,33.662685,-112.0302932,1.0
115,r3r_bAfa6pZKIhQB82FizQ,3.5,3.82181004157,4.0,Italian,33.4558709,-112.0722832,2.0
116,dl7oKJGewXUSL4sfyg6snQ,4.0,3.71693633128,3.5,American,33.6527858195,-112.18476811,2.0
117,rA87FFHBiyx4i9jbDpcJ9Q,2.5,3.4389031266,3.5,Buffets,33.465983,-112.2784388,2.0
118,y8a480EiwWikqlR1inkGxg,4.0,3.69719712054,3.5,Bars,33.3784399134,-111.928999825,2.0
119,2aq8b0Rpp60NUr4F6r_Mrw,5.0,3.57690228931,3.5,Burgers,33.464916323,-112.504581773,1.0
120,zyI8_HQPEwkJ22WMb9ILVQ,3.0,3.71693633128,3.5,American,33.4667028066,-112.279586792,1.0
121,Ane4XcpP7aWzhjd8SGiciQ,3.5,3.71693633128,3.5,American,33.6559125405,-111.928108833,2.0
122,V3P4YnU1x9OttGfY-VfmOA,2.0,3.77405991077,4.0,Korean,33.4130961,-111.9262735,2.0
123,wZzUPdHpG2PM09evT72RMw,4.0,3.61826552747,3.5,Chinese,33.465357,-112.35646,1.0
124,PsKAMRgeydy54ytW8xWKCw,3.5,3.70203665988,3.5,Indian,33.465357,-112.35646,2.0
125,V-U8KXMZ3MgcPzxKD-sp2Q,3.5,3.1048459737,3.0,Chicken Wings,32.8793070516,-111.691417096,2.0
126,7ozgY7HgsQMhpIgPyenTuQ,4.0,3.71693633128,3.5,American,32.8785239608,-111.728811264,2.0
127,CFuzIBaREsa0nunnI_FFYg,3.5,3.66933932008,3.5,Diners,33.5530537,-112.1874144,1.0
128,CMI3SF1-YwAEfUXYkKS53Q,3.0,3.2826009922,3.5,Fast Food,33.5814114,-112.1251663,1.0
129,T-FM14EE1tt-94eONQEaVA,2.5,3.82181004157,4.0,Italian,33.4807571,-111.9933897,
130,Lm4rjgZlTtLfsriICKdD8A,2.0,3.71693633128,3.5,American,33.4462892,-112.0686707,2.0
131,hI9Dc9A9tws4LEpLCv2wtA,4.5,3.99193548387,4.0,Food Court,33.5035145,-111.9293332,1.0
132,GkxEw4VTC2eGUYQMf02pYQ,3.0,3.71009169789,3.5,Japanese,33.6384065047,-111.863526092,2.0
133,ROzpgDe2_TIVrayg7Hg9Ag,4.0,3.6339869281,3.5,Mexican,33.4586521,-112.0685846,
134,qw8tzQGrA0lGgDBsMHAr9w,3.5,3.68550936056,3.5,Asian Fusion,33.6386686,-112.2172397,2.0
135,aswnGGsmjBoLwjmO4MMKqA,2.0,3.1048459737,3.0,Chicken Wings,33.5097985,-112.2037532,2.0
136,OrF48GFHheuCie9cMYkldA,3.5,3.6339869281,3.5,Mexican,33.5091348,-112.0867893,1.0
137,BVtHYiNpte5Ldk1gMO0fEg,3.0,3.71009169789,3.5,Japanese,33.3831468,-111.9647254,1.0
138,LvnOdw1DGb8A9SP5jBhcJQ,3.0,3.2826009922,3.5,Fast Food,33.5817647,-112.2023319,1.0
139,jTKRu3TEGyGSVSiiBx0Bsw,3.0,3.1048459737,3.0,Chicken Wings,32.879944,-111.7540161,3.0
140,45Vj6a0LX4B2a7loTJyb4g,4.5,3.71693633128,3.5,American,33.727274,-111.851714,3.0
141,ot4Of_A9onKHoVt4XU7v5g,2.0,3.71693633128,3.5,American,33.465469,-112.167962,1.0
142,mQUC-ATrFuMQSaDQb93Pug,3.5,3.71693633128,3.5,American,33.538157,-112.2599654,2.0
143,R6GR8szQ8H5alZ9CNLmJyA,2.0,3.2826009922,3.5,Fast Food,33.421874,-111.849501,1.0
144,QzC9ePNTrJ5QQwehsmMAWA,3.0,3.6339869281,3.5,Mexican,33.5387961,-112.1873326,2.0
145,gmnI9E8l9ZmqErrBeg88jA,4.0,3.6339869281,3.5,Mexican,33.3915708,-111.9383874,1.0
146,MFPUNh29shXVupvIPl3VGA,2.5,3.2826009922,3.5,Fast Food,33.433916,-111.865044,1.0
147,gqgAKOQaBU_xDRSjrWMCTQ,3.5,3.67025617774,3.5,Pizza,33.6538166,-112.372603,1.0
148,9DsXB8T3UwBYiLPiLJJuNQ,3.5,3.71693633128,3.5,American,33.581864,-111.92405,2.0
149,RShrvt5oIS40FrcX6bCHSg,2.5,3.71693633128,3.5,American,33.6021968,-111.7165095,2.0
150,oU968d4WjL0dgk_8qq5BXw,2.5,3.2826009922,3.5,Fast Food,33.6107161,-112.1689504,1.0
151,JkxRvYg5hR1YsulxJhNNzg,3.5,3.6339869281,3.5,Mexican,33.4651041968,-112.241885754,1.0
152,_KGe3v1OzRnUmKhb3VkDgg,4.0,3.71693633128,3.5,American,33.3751825,-111.8782339,2.0
153,VpW40mznMS43CqdbelX2wA,3.5,3.82181004157,4.0,Italian,33.4962555,-112.0205287,2.0
154,oHZFkYbzmmx32UpRszHYHw,4.0,3.92929464199,4.0,Breakfast & Brunch,33.4354656,-112.0071714,
155,XAeP3GkdsNsHKk_QWQU2WQ,3.0,3.71693633128,3.5,American,33.6668156,-112.2017445,2.0
156,qman2l8NncN7Vv50wtJ8_w,4.5,3.2826009922,3.5,Fast Food,33.3768225,-111.688404,
157,aBjgE5pLhtz4RGGR-IWpGA,4.0,3.6339869281,3.5,Mexican,33.3918914795,-111.909072876,
158,oY71G_AaKlF4Il-gt4L2OQ,3.5,3.71693633128,3.5,American,33.3755635248,-111.919769253,2.0
159,HetUfDHD4lfvlLe3_K573A,2.5,3.2826009922,3.5,Fast Food,33.5089357,-112.2646559,
160,-XlBQrxN_ZB3MZKxLBeAjA,3.5,3.71693633128,3.5,American,33.5533145,-112.1107845,
161,XJbfnkVL73cAALPncbYyVg,3.5,3.69719712054,3.5,Bars,33.4589941957,-112.068833598,1.0
162,4ic-c1LquBiT0IuvKXuEyw,4.0,3.75842852198,4.0,Barbeque,33.4914417268,-111.926420331,2.0
163,2unQHR9uaRxk3dsW6f3MGA,3.0,3.61826552747,3.5,Chinese,33.4552907,-111.9878697,2.0
164,Rn7l6kmHk4cPA83uUGliNQ,3.5,4.05773905997,4.0,Mediterranean,33.638127,-112.062578,2.0
165,usjNCe_fdI4CbKbZCOKy8w,4.0,3.57690228931,3.5,Burgers,33.5379859,-111.9085188,1.0
166,HaL5tXXySR9t46FYjsjNGQ,4.0,3.71693633128,3.5,American,33.4485961,-112.0721686,2.0
167,Y2Lfzulh_D9nNcuH49UT4w,4.0,3.71009169789,3.5,Japanese,33.5826712,-111.929119,3.0
168,PYGtqaZZcT5YhOWlGz0g9g,2.5,3.57690228931,3.5,Burgers,33.532777,-112.265547,2.0
169,x2rDXUQhxkUE0DUQ_bFFNg,3.0,3.1048459737,3.0,Chicken Wings,33.5105145,-111.9111238,2.0
170,RjMUBuL5XVoyrS58xxImqQ,1.5,3.4389031266,3.5,Buffets,33.5370013,-112.152069,1.0
171,qb1o61d_qrwEpxAm16dZCA,3.0,3.6339869281,3.5,Mexican,33.536729,-112.264529,2.0
172,OllL0G9Kh_k1lx-2vrFDXQ,3.5,3.6339869281,3.5,Mexican,33.5019393,-112.082114,1.0
173,WFqgUll7rgnI4zsjoKAjDQ,2.5,3.67025617774,3.5,Pizza,33.3772123,-111.8596853,2.0
174,xWnS17JRqB2Cjdgfncnnng,4.5,4.14091192032,4.0,Gluten-Free,33.3202869,-111.8905049,1.0
175,aYGh5LBKzajGS5JjTkZRhA,3.0,3.57892219388,3.5,Sandwiches,33.3256928231,-111.687298715,1.0
176,B9337ajJcmVBztIMAPUWAA,3.0,3.71693633128,3.5,American,33.3078223,-111.7435528,2.0
177,x-S7Nooy3jiKChpR00mVWw,3.5,3.9655426491,4.0,Cafes,33.3667157,-111.7560939,1.0
178,ilnAFVGDxDVePJZ-axgSpQ,3.0,3.67025617774,3.5,Pizza,33.377663,-112.1706789,1.0
179,VxVAiFfnw8mxXEdW7_MHgg,4.0,3.67025617774,3.5,Pizza,33.5813148,-112.0989931,1.0
180,JUr34w08NZz2I3GYenPgiQ,5.0,3.71693633128,3.5,American,33.604479,-112.285936,2.0
181,ilJiRYZgxjrEu2iexKu-pQ,3.5,3.6339869281,3.5,Mexican,33.4977693,-111.9264149,2.0
182,QdOCSKROozmhBKfxujWL9A,4.0,3.71693633128,3.5,American,33.5810886,-111.8870314,2.0
183,15JZ0ME6eOtShdLctzfR6w,3.0,3.70203665988,3.5,Indian,33.3336727,-111.8608534,2.0
184,JLAv7wuaVp9VSo2n_kHOlQ,3.0,3.71009169789,3.5,Japanese,33.4964589,-112.1672899,1.0
185,T9Z5LBvTq_9LcdQHovLJSQ,1.0,3.6339869281,3.5,Mexican,33.5233189324,-112.134091701,1.0
186,gxPc11FH1TBn19altJ7Fuw,3.5,3.6339869281,3.5,Mexican,33.491112,-112.0791977,2.0
187,Rc8jrRucbfv_b2hVVSkOHQ,3.5,3.92929464199,4.0,Breakfast & Brunch,33.3939166,-111.7872721,2.0
188,VcwFiMQMu9MH_4xPMKyfXg,2.0,3.2826009922,3.5,Fast Food,33.3793332,-111.7865376,1.0
189,_ql42UadWUh9SgU09_c2mQ,3.5,3.68550936056,3.5,Asian Fusion,33.5649367992,-111.924409789,1.0
190,3ez4Qs56C_cC-l8x08l6Zw,3.5,3.8485013624,4.0,French,33.498915,-111.928258,2.0
191,TyRDBKJB7v0TTc34XbKsZA,2.5,3.4389031266,3.5,Buffets,33.6377979,-112.168226,
192,OWain9KWY-rr_dbE-OYPlw,3.0,3.75842852198,4.0,Barbeque,33.4382064,-112.5579174,1.0
193,5QqSj-bHH2b4Ao7FQO90hw,3.5,3.1048459737,3.0,Chicken Wings,33.4236331,-112.2257512,1.0
194,RSOppDX3TPNbBtrWuIMElA,3.0,3.75842852198,4.0,Barbeque,33.3258398984,-111.687473059,1.0
195,M2XYECrSDgjbdVsLR0hJ6w,3.5,3.69719712054,3.5,Bars,33.5194664,-112.0653473,2.0
196,FFHzFdyWgM-OdMghuXMPEQ,4.0,3.6339869281,3.5,Mexican,33.4154443,-111.8331448,1.0
197,Y3a3RkR97J_ReiKgiMXeJg,3.0,3.92929464199,4.0,Breakfast & Brunch,33.5948949,-112.0642074,2.0
198,bZkRR9-BnwE-sb1ql7WPJg,4.0,3.92929464199,4.0,Breakfast & Brunch,33.380479,-111.7533699,2.0
199,-CsJLwHR6eAOTYpHpneurw,3.5,3.68550936056,3.5,Asian Fusion,33.4806688,-111.9080281,1.0
200,74hGYtpaERi2FYKo5bP99Q,3.0,3.71693633128,3.5,American,33.3928561,-111.9385884,1.0
201,CAZsQgIlJAWfSVGI26AEJw,2.0,3.57690228931,3.5,Burgers,33.50913,-112.090923,1.0
202,XYMqQN2TDr9pUEsI8j571Q,4.0,3.75842852198,4.0,Barbeque,33.6229152,-112.4245931,2.0
203,1PM40DbmTVCNgENzZfs1kg,3.0,3.2826009922,3.5,Fast Food,33.4399752,-112.5568656,1.0
204,BESmH-lmMm34_EefL8X9fQ,4.0,3.6339869281,3.5,Mexican,33.429424,-112.073929,2.0
205,uyg5_fHXJe837GXd-4yiSQ,3.0,3.71693633128,3.5,American,33.072189032,-112.046373359,2.0
206,hBob8gny3CbazdkimyCp7g,3.5,3.83805923125,4.0,Seafood,33.536662,-112.182097,2.0
207,OVjs6oiUxmpXEvXqlGciMQ,4.0,3.96373260145,4.0,Greek,33.5809114,-111.8811427,1.0
208,fsQFHGMbqWf7MT6KYMuJxQ,3.0,3.71693633128,3.5,American,33.3202315,-111.982864,1.0
209,urR22BxfghtWbz3fMwpwQQ,3.0,3.6339869281,3.5,Mexican,33.415424,-111.831961,2.0
210,r8CwFUEQtL8gAT9KHnNhuw,4.0,3.71693633128,3.5,American,33.496155,-112.021248,2.0
211,Vu8od1U-h5qqwj3Jf_Hnzg,3.5,3.71693633128,3.5,American,33.5082758,-112.0372054,1.0
212,WlHYCp12hzbbJY2B_xWpuA,3.5,3.96373260145,4.0,Greek,33.636529,-112.23077,2.0
213,0-lJQCSwnHmIczjcSw_N_g,4.0,3.92929464199,4.0,Breakfast & Brunch,33.394607,-111.683508,1.0
214,p3X7T5qvZ7YYBYHl8LN6Vw,2.5,3.61826552747,3.5,Chinese,33.2641681,-111.8589998,1.0
215,9Pbnv_g2ymNTpsNH8Lnk-g,4.0,3.76805465192,4.0,Salad,33.2852033191,-111.684511599,2.0
216,I3KRHQvoLB6O_MZ2-UpynQ,3.0,3.61826552747,3.5,Chinese,33.6559721,-112.13388,1.0
217,4pBklPWQZSeuj5xynAEOYg,2.0,3.6339869281,3.5,Mexican,33.4793036,-112.1346678,2.0
218,MPmKNNq5cc_J5WbBdnkSJg,4.5,4.31672597865,4.5,Food Stands,33.6114078,-112.1106287,1.0
219,jTI_55HUvWrCNFHfdOrX9Q,3.0,2.94617563739,3.0,['Restaurants'],33.6539842,-112.3558443,1.0
220,627omkJdFestJO-Fv1u-9Q,1.5,3.2826009922,3.5,Fast Food,33.61018,-112.221,1.0
221,E0Gi93pSbrJVnQcV8JE8RQ,3.0,3.57690228931,3.5,Burgers,33.494238,-111.977849,2.0
222,AZqmqbK4jjTEFWDn_ge3RQ,3.5,4.03012048193,4.0,Comfort Food,33.4141147,-111.8303394,2.0
223,4jf5PMaxpcgA_fhirn5GgA,3.0,3.6339869281,3.5,Mexican,33.3677155,-111.7557758,2.0
224,1hTBIFVqHfI1hRpdS8iIgg,3.5,3.71693633128,3.5,American,33.6080718,-112.392055,2.0
225,toDZ6L_a_0lWU9O1JtQRGg,3.0,3.57892219388,3.5,Sandwiches,33.6705686,-112.2017428,1.0
226,HRjDpeJOL02ZqwrYgtHV_A,3.5,3.6339869281,3.5,Mexican,33.6400512,-112.0974932,2.0
227,yJr24Yy1K6bt2G9fX3_zPA,3.5,3.92219589258,4.0,Caribbean,33.509198,-111.988715,2.0
