,business_id,categories,latitude,longitude,review_count,stars,state,integer_business_id
17,fNGIbpazjTRdXgwRY_NIXA,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Lounges', u'Restaurants']",40.3964688,-80.0849416,10,4.0,PA,18
18,b9WZJp5L1RZr4F1nxclOoQ,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']",40.3980013,-80.0834577,69,4.5,PA,19
19,zaXDakTd3RXyOa7sMrUE1g,"[u'Cafes', u'Restaurants']",40.404638,-80.089985,9,4.0,PA,20
20,zgy27FSnvwdINfk5cXBIyQ,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",40.417419,-80.088557,11,3.5,PA,21
21,WETE_LykpcnrC1sFcQ5EGg,"[u'Pubs', u'Irish', u'Nightlife', u'Bars', u'Restaurants']",40.40867,-80.085279,8,3.5,PA,22
22,6o3RK6rTcN3nw-j-r2nQmA,"[u'Pizza', u'Restaurants']",40.408832,-80.0849338,4,2.5,PA,23
23,woOVJ0Z2f6XNCDntHA3b_g,"[u'Local Services', u'Sewing & Alterations']",40.4068712,-80.0876046,10,4.5,PA,24
24,rv7CY8G_XibTx82YhuqQRw,[u'Restaurants'],40.3868915,-80.0937037,6,3.0,PA,25
25,e_U_FnpdKVgNb4mUN2cU_Q,"[u'Health & Medical', u'Dentists', u'General Dentistry']",40.39076,-80.078657,8,2.5,PA,26
26,SQ0j7bgSTazkVQlF5AnqyQ,"[u'Chinese', u'Restaurants']",40.4083473,-80.0849615,10,2.5,PA,27
27,LTXS986DAz-4jE_sV2Ui4w,"[u'Veterinarians', u'Pets']",40.3905694,-80.0878979,3,3.5,PA,28
28,wqu7ILomIOPSduRwoWp4AQ,"[u'Breakfast & Brunch', u'American (Traditional)', u'Diners', u'Restaurants']",40.39114,-80.073788,16,3.5,PA,29
29,1u2NauOy8xDj7aFQET680A,"[u'Active Life', u'Boxing', u'Gyms', u'Fitness & Instruction']",40.394305,-80.060154,8,3.0,PA,30
30,P1fJb2WQ1mXoiudj8UE44w,"[u'Restaurants', u'Italian']",40.4081527,-80.085153,81,3.5,PA,31
31,8QlnAcjGE6dgfKTVoxrPvQ,"[u'American (Traditional)', u'Comfort Food', u'Caterers', u'Event Planning & Services', u'Restaurants']",40.495167,-79.958717,3,2.5,PA,32
32,xxWFOD46ubTSF3nPRM19BA,"[u'Health & Medical', u'Periodontists', u'Dentists', u'Orthodontists', u'General Dentistry']",40.4704573376,-80.0889587402,6,1.5,PA,33
33,t_gan0EXAw8csKIeFyazJw,"[u'Italian', u'Pizza', u'Restaurants']",40.4067047,-79.9105266,4,2.0,PA,34
34,PK6aSizckHFWk8i0oxt5DA,"[u'Burgers', u'Fast Food', u'Restaurants']",40.412012,-79.9098858,12,2.0,PA,35
35,3gmBc0qN_LtGbZAjTtHWZg,"[u'Food', u'Coffee & Tea']",40.407091,-79.916958,25,3.5,PA,36
36,sZ4uYs99km644ZMR1TO76A,"[u'Pubs', u'Bars', u'Nightlife']",40.3846329,-79.9036345,3,2.5,PA,37
37,udjqHtgz7_eh5sExzAkP-g,"[u'Pet Groomers', u'Pet Services', u'Pets']",40.3736775,-79.8737336,3,5.0,PA,38
38,yHTLTr-QN-loO_7XoxS8qg,"[u'Arts & Crafts', u'Shopping', u'Knitting Supplies', u'Hobby Shops']",40.4140637,-79.9037778,12,3.0,PA,39
39,iQLLIdmJSt6LQHSjpZERLA,"[u'Gift Shops', u'Flowers & Gifts', u'Shopping', u'Home Decor', u'Home & Garden']",40.4075854,-79.9163491,4,4.5,PA,40
40,6ilJq_05xRgek_8qUp36-g,"[u'Burgers', u'Fast Food', u'Restaurants']",40.413496,-79.9044562,60,2.0,PA,41
41,57HN9fGRar_GckBmgHgemA,"[u'Department Stores', u'Fashion', u'Shopping']",40.4116978,-79.9124082,7,3.5,PA,42
42,MKyk4F4HSzHF8v-4cYe3Ww,"[u'Piano Bars', u'Nightlife']",40.4094353,-79.9152619,32,3.5,PA,43
43,0hrB2iwQZ52VZcZWYywXrA,"[u'Automotive', u'Body Shops']",40.40682,-79.912788,13,4.5,PA,44
44,gClSqcwuLsgyZRCzhJc7Dg,"[u'Shopping', u'Home Services', u'Building Supplies', u'Home & Garden', u'Hardware Stores', u'Nurseries & Gardening']",40.4126484,-79.9016982,11,3.0,PA,45
45,1qCuOcks5HRv67OHovAVpg,"[u'Pubs', u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",40.405311,-79.912595,33,3.5,PA,46
46,sbW8qHJgzEIH42B0S-3New,"[u'Arts & Entertainment', u'American (Traditional)', u'Bars', u'Pubs', u'Arcades', u'Nightlife', u'Restaurants']",40.4092932,-79.9141865,106,2.5,PA,47
47,jLtS1O2tN7zNop8htTe9ZA,"[u'Doctors', u'Health & Medical']",40.413831,-79.9075019,3,1.5,PA,48
48,W7ysp8GLCBrs0GXIVwAcBQ,"[u'Burgers', u'Fast Food', u'Restaurants']",40.4097098,-79.9017997,7,3.0,PA,49
49,M0RJELIvWleZ-Tkd6vdXFQ,"[u'Plumbing', u'Water Heater Installation/Repair', u'Home Services', u'Gutter Services']",40.39877,-79.913802,7,4.5,PA,50
50,-taSf0shFSUKy9iCXnySsA,"[u'Pizza', u'Restaurants']",40.3925524,-79.9000102,6,2.5,PA,51
51,McikHxxEqZ2X0joaRNKlaw,"[u'Food', u'American (Traditional)', u'Breweries', u'Restaurants']",40.4094353,-79.9152619,148,3.5,PA,52
52,frIRW4BGhdAWbSsG5ev2ng,"[u'Auto Repair', u'Automotive']",40.4023107,-79.9069188,3,3.5,PA,53
53,tv8cS4aaA1VDaInYgggb6g,"[u'Nightlife', u'Comedy Clubs']",40.4089186,-79.9148773,45,3.0,PA,54
54,eT5Ck7Gg1dBJobca9VFovw,"[u'Food', u'Grocery']",40.4111498,-79.908469,31,3.5,PA,55
55,HwwEfnZKLNOUoqfgcwAgcQ,"[u'Books, Mags, Music & Video', u'Shopping', u'Bookstores']",40.4040168,-79.918751,19,3.5,PA,56
56,EoAY1JSVeJriBzId8lUQwQ,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",40.4070737196,-79.9173143507,92,2.5,PA,57
57,uI0LvTXFACid1308KFO5ew,"[u'Active Life', u'Swimming Pools']",40.395691,-79.9337369,19,3.0,PA,58
58,Y4CcDDyMoDpK7BbpKawWjw,"[u'Mattresses', u'Shopping', u'Home & Garden']",40.4089932,-79.9073564,4,5.0,PA,59
59,RxKrw38oyeYszQ6guY5b1A,"[u'Hotels & Travel', u'Airport Shuttles', u'Limos', u'Transportation']",40.4027249,-79.904308,12,4.5,PA,60
60,TfvWSIAMFZ9zI3y2-K6wOA,"[u'Chinese', u'Restaurants']",40.3868368,-79.9029475,7,3.0,PA,61
61,tU-YtoW339PXJmUGSix_AQ,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",40.410874319,-79.9155451419,23,2.5,PA,62
62,6p9TlP2I8S4agxYMNFSDjg,"[u'American (Traditional)', u'Pizza', u'Gluten-Free', u'Restaurants']",40.410967,-79.9141364,55,3.0,PA,63
63,Eu3Iwje0YY8ectr-CxMgqg,"[u'Shopping', u'Cosmetics & Beauty Supply', u'Beauty & Spas']",40.4107319,-79.9115741,5,4.5,PA,64
64,XhbC5Qj5nBcqcKLPRd8izQ,"[u'Lingerie', u'Shopping', u'Fashion']",40.4078303,-79.9177191,5,2.0,PA,65
65,FituZ4jYzRe41ac9uvcHaQ,"[u""Women's Clothing"", u'Fashion', u'Shopping', u'Accessories']",40.407859,-79.916227,3,4.5,PA,66
66,JDDeaNfb0JXD1NbznSIC9g,"[u'Gluten-Free', u'Asian Fusion', u'Chinese', u'Restaurants']",40.407143,-79.916091,95,3.0,PA,67
67,oPX8bpZ3dqviYQuic0Ahqw,"[u'Fashion', u'Shopping', u'Shoe Stores']",40.408145,-79.9160494,6,4.0,PA,68
68,5NW4lC-_X6iCiZ6vhAl_Pg,"[u'Hotels & Travel', u'Car Rental']",40.409116,-79.897415,4,3.5,PA,69
69,FiXamVMgMf9U0VqFHDZSEA,"[u'Soup', u'Sandwiches', u'Salad', u'Restaurants']",40.407174,-79.916603,25,3.0,PA,70
70,LG_Dgv7u7P2ASDWU1RAyWQ,"[u'Veterinarians', u'Pets']",40.3973704,-79.903166,5,2.5,PA,71
71,ISKLP0qxApATxRlUDob6Cg,"[u'Department Stores', u'Fashion', u'Shopping']",40.4121132,-79.9113203,23,3.5,PA,72
72,DMy5IG-dNrH4ARk96KngEA,"[u""Men's Clothing"", u'Fashion', u'Shopping', u'Formal Wear']",40.40939,-79.91295,8,2.0,PA,73
73,uLnDFdn011hEroQQMLmxNQ,"[u'Pizza', u'Restaurants']",40.3857182,-79.9032997,12,4.0,PA,74
74,rdATJvFQK4C73NIQ3zoY3w,"[u'Fashion', u'Shopping', u'Shoe Stores']",40.4115808364,-79.9064005517,5,4.0,PA,75
75,g10zmpUzmMJOOIjj_JJPvg,"[u'Department Stores', u'Fashion', u'Shopping']",40.4117061676,-79.9059313113,9,3.0,PA,76
76,eznh0XjVtv924K-KYx_ilQ,"[u'American (Traditional)', u'Diners', u'Restaurants']",40.4113236,-79.9132525,51,3.0,PA,77
77,LQFWH1AKJlXGmEBlIKsBCw,"[u'Department Stores', u'Fashion', u'Shopping']",40.4119958,-79.9047005,7,4.0,PA,78
78,LO2CjrNL8DXkvm9uALgRjQ,"[u'Discount Store', u'Shopping']",40.4127917,-79.909169,9,3.0,PA,79
79,usSROUMiAgPcxV3Ym0OxMQ,"[u'Seafood', u'American (Traditional)', u'Restaurants']",40.4089628544,-79.9180766056,122,3.5,PA,80
80,qfL7ZFkxqDZOPIaVVfT3Aw,"[u""Women's Clothing"", u""Men's Clothing"", u'Fashion', u'Shopping', u""Children's Clothing""]",40.412712,-79.906061,7,3.5,PA,81
81,GlYPVYSOVT7zn00Kk_Oz4g,"[u'Sporting Goods', u'Fashion', u'Shopping', u'Sports Wear']",40.4138973,-79.9075963,10,2.5,PA,82
82,WaHXyBwljbKNPmmJZn5j8Q,"[u'Food', u'Grocery']",40.3736775,-79.8737336,3,3.0,PA,83
83,bCw9HKDFLU_PppnNg-nIlw,"[u'Food', u'Grocery']",40.3823673,-79.868392,4,2.5,PA,84
84,CL3tZqbYT7B5zgewKCS6-Q,"[u'Burgers', u'Fast Food', u'Restaurants']",40.3849854,-79.8626605,5,1.5,PA,85
85,u22QDAON1kk0wjoTliyftw,"[u'Pizza', u'Restaurants']",40.389192,-79.868305,6,4.5,PA,86
86,4ykgzzzGEWjMD5lwk1-l9A,"[u'Sporting Goods', u'Bikes', u'Shopping']",40.3715391,-79.9264919,18,4.5,PA,87
87,53Yk2EODWnV9qHQECzeHVQ,"[u'Pizza', u'Restaurants']",40.3736775,-79.8737336,6,3.5,PA,88
88,CxkzthqKSwae9-3MK6a_vQ,"[u'Hotels & Travel', u'Airports']",40.3503957,-79.9269821,3,4.5,PA,89
89,iBZRphMDFcS2aMbawc1OvA,"[u'Chinese', u'Restaurants']",40.3736775,-79.8737336,3,5.0,PA,90
90,hnHt6EinzC-IX6y3GSF7jw,"[u'Bakeries', u'Food', u'Desserts']",40.3520269,-79.8546832,15,5.0,PA,91
91,LiMXTPwanF3LkkKHklFCjw,"[u'Event Planning & Services', u'Caterers']",40.468873,-80.0599791,41,4.5,PA,92
92,GJAv1nAfnHuab8oRyr8mXg,"[u'American (Traditional)', u'Restaurants']",40.4641404,-80.0579296,5,4.0,PA,93
93,r8BwdblCW-ZUES37BL0khw,"[u'Burgers', u'Breakfast & Brunch', u'Diners', u'Restaurants']",40.472505,-80.074153,21,4.5,PA,94
94,mIiHJkpK8nZvW_45LlhrbA,"[u'Pizza', u'Restaurants']",40.4660004,-80.0653115,13,4.0,PA,95
95,U--dvTM2j2q-ulb_xKniQg,"[u'Chinese', u'Restaurants']",40.4739107191,-80.0972720598,4,2.0,PA,96
96,OZfpG8tDCcIEq8pzgZdyKw,"[u'Bars', u'American (Traditional)', u'Burgers', u'Nightlife', u'Sports Bars', u'Restaurants']",40.46562,-80.0656106,9,3.5,PA,97
97,wAMQZpei99cEvJz9EeppSQ,"[u'Art Supplies', u'Shopping', u'Arts & Crafts']",40.4656331,-80.0735627,3,4.0,PA,98
98,OSYHPhvDWMqBRDZblqGiZA,"[u'Food', u'Grocery']",40.4679583981,-80.0976522888,4,3.5,PA,99
99,VtPjyHcHY7onieHNSjLDsA,"[u'Adult Entertainment', u'Nightlife']",40.4738958,-80.0632712,4,2.5,PA,100
100,8Nm_jcCYtMXYW0ODSHDiXA,"[u'Seafood', u'Steakhouses', u'Japanese', u'Restaurants']",40.4400036,-80.0909106,10,4.0,PA,101
101,9tAbTDdYTASHL7EU1e-OWw,"[u'Food', u'Specialty Food', u'Meat Shops']",40.4736321,-80.0969955,3,4.5,PA,102
102,imM-x_nAxVtYGVFJJ4FS3Q,"[u'Flowers & Gifts', u'Shopping', u'Florists']",40.4285966,-79.9864887,8,3.5,PA,103
103,fJjBMRGnkzc7nVm6VqxoxQ,"[u'Hot Dogs', u'Restaurants']",40.4966341,-80.0575037,3,4.5,PA,104
104,T49ZvBa6mD4xHSmjHe-ArA,"[u'Pizza', u'Restaurants']",40.4941577,-80.0532928,17,4.0,PA,105
105,eOv0Dbq2E8sd0CKMAqTImw,"[u'Pizza', u'Restaurants']",40.495887,-80.056877,18,4.0,PA,106
106,_jsJFrAmFVPRio0eEVExbA,"[u'Burgers', u'Fast Food', u'Restaurants']",40.492067,-80.06235,6,2.5,PA,107
107,Lml0-yTNsMYsP9IrSMxw9A,"[u'Chinese', u'Restaurants']",40.4972056,-80.0583585,11,2.5,PA,108
108,dEuJ4A6v1lUDKF8wWwxy_w,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",40.499398,-80.07249,8,1.5,PA,109
109,jTAKV9zLlAjouAKh4Wd7Yg,"[u'Beauty & Spas', u'Nail Salons']",40.497444,-80.058655,7,2.5,PA,110
110,JX2gDf2uy2UGuKPpcKT-IA,"[u'Burgers', u'Fast Food', u'Restaurants']",40.4940896,-80.0635357,5,1.5,PA,111
111,jaT6pO-oUOuTBozfdB9NvA,"[u'Veterinarians', u'Pets']",40.4961767,-80.0663388,12,3.0,PA,112
112,QVZBd_eu0oJ4IN0md2XPTQ,"[u'Restaurants', u'Italian']",40.4964326,-80.057809,3,5.0,PA,113
113,Rgn06TuHBnwZfAE93EQZGw,"[u'Flowers & Gifts', u'Shopping', u'Florists']",40.496144,-80.05738,6,4.0,PA,114
114,_tV_uvbF3JFgsYRtoRWM-Q,"[u'Hair Salons', u'Beauty & Spas']",40.496456,-80.058001,4,3.0,PA,115
115,7wT532x2Qz5Hw9BqtBapqw,"[u'Bakeries', u'Food']",40.4961113,-80.0572126,25,4.0,PA,116
116,GhiELXApZ-oFukgu8vAN3g,"[u'Local Services', u'Sewing & Alterations']",40.4962983,-80.056853,3,4.5,PA,117
117,3bMa3PiTedlMVuyrKBE7Tg,"[u'Tires', u'Automotive']",40.4869048,-80.0550322,24,4.5,PA,118
118,udZJ8YgsHdqtFDQkyPTV1Q,[u'Restaurants'],40.4876741,-80.055667,4,3.0,PA,119
119,oMoSc4tTay_THqF4Ke_WrQ,"[u'Food', u'Grocery']",40.4977839,-80.0601298,8,3.5,PA,120
120,kKmvSJ6Z8UVPdrnL74bqrg,"[u'Thrift Stores', u'Shopping']",40.495483,-80.065652,24,3.5,PA,121
121,ucKQlQvOeJxETLNkpKcaSw,"[u'American (Traditional)', u'Restaurants']",40.4966408,-80.057381,32,3.5,PA,122
122,Rjx8GcWuCzfVsKC5iPIcQA,"[u'Food', u'Ice Cream & Frozen Yogurt']",40.4590742,-80.0769711,11,3.5,PA,123
123,_hY-j2OLXL_45_x2T4gQtA,"[u'Health & Medical', u'Dentists', u'General Dentistry']",40.451188,-80.050735,3,3.5,PA,124
124,CxAupi9tjzTaGG5Fasu9Eg,"[u'Home & Garden', u'Shopping', u'Home Decor', u'Antiques']",40.44979,-80.05745,5,5.0,PA,125
125,s74Tq6WKV1b91UFRr7ch7g,"[u'Food', u'Beer, Wine & Spirits']",40.4637338,-79.9319247,17,4.0,PA,126
126,ljKPmpxxTJSEArW2T-ikFA,"[u'Pet Services', u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pets']",40.4881312,-79.920688,11,4.0,PA,127
127,ZL6DNzyenFm9Kpz6uADlNg,"[u'Tapas/Small Plates', u'Restaurants', u'Italian']",40.450249,-79.9145,65,3.0,PA,128
128,uQJxkV5v60fNkrOj0J2sTw,"[u'Barbers', u'Beauty & Spas']",40.4682663,-79.9191827,3,4.5,PA,129
129,G-PlXGCY3G4zNOUzD61ZDA,"[u'Auto Repair', u'Automotive']",40.467794,-79.926611,6,5.0,PA,130
130,03L-fWaiSk_KiyUMm5K22Q,"[u'Auto Repair', u'Automotive', u'Body Shops']",40.4671682,-79.9091054,3,5.0,PA,131
131,PWU8x7SJdc0ZI0oWOkPfww,"[u'Auto Repair', u'Automotive', u'Auto Parts & Supplies']",40.4620134,-79.9225056,4,5.0,PA,132
132,PEOdy1AUNMsyXKyGCmhVSg,"[u'Event Planning & Services', u'Caterers']",40.4585343,-79.9322488,3,5.0,PA,133
133,l-dc5DeNBiHYJA1XO4cFPA,"[u'Auto Repair', u'Automotive']",40.4579029,-79.9242359,20,4.0,PA,134
134,BG4N0V93wml9kaU6YYRxRA,"[u'Food', u'Grocery', u'Shopping', u'Drugstores']",40.458577,-79.921053,18,2.5,PA,135
135,rM-yscH8mBLYvpWnmvuPMw,"[u'Hair Salons', u'Beauty & Spas']",40.458335,-79.924717,10,3.0,PA,136
136,OcTG-KzDleuRub-pb6JS3Q,"[u'Italian', u'Pizza', u'Restaurants']",40.4852541,-79.9259754,8,4.0,PA,137
137,5UxCrCoS02vFlSKH0pZ-fg,"[u'Automotive', u'Body Shops']",40.4671656,-79.9082692,6,5.0,PA,138
138,Y2p07YEC8xOsYTHWf0UxiA,"[u'Chinese', u'Restaurants']",40.458497,-79.9246661,26,3.0,PA,139
139,g58NW9q4F09wTMiI7EIjmg,"[u'Pizza', u'Restaurants']",40.4653904,-79.9229971,17,3.0,PA,140
140,Pu5uzlZ05pqVlx6LcZbfgw,"[u'Italian', u'Pizza', u'Restaurants']",40.4588237,-79.9223818,8,3.0,PA,141
141,w8N1BIB2MiP53PM7ouYPQQ,"[u'Automotive', u'Gas & Service Stations']",40.458955,-79.932441,7,2.0,PA,142
142,f_e6RWJIERK708E4Cod1wg,"[u'Automotive', u'Body Shops']",40.4657459,-79.9148451,21,4.5,PA,143
143,VkFDer80GOrelWALdgNReg,"[u'Animal Shelters', u'Veterinarians', u'Pets']",40.4573635,-79.9100679,43,4.0,PA,144
144,ncJHHRHqsEKUl_5InoDBRA,"[u'Local Services', u'Sewing & Alterations']",40.4572664,-79.9254416,6,4.0,PA,145
145,vXBc-i30S0eypUVy7TA6cw,"[u'Shopping', u'Drugstores']",40.4606263,-79.9238313,5,2.0,PA,146
146,UFhcxnTzfLO-ROftyP_ukw,"[u'Tires', u'Automotive', u'Auto Repair', u'Oil Change Stations']",40.464176,-79.9252199,9,2.0,PA,147
147,WNh5vxnNeWTwxotscrQ6vQ,"[u'Real Estate Services', u'Home Services', u'Real Estate']",40.4856089,-79.9264095,8,3.0,PA,148
148,83_p9vIqOq1TUIf3_GD7bA,"[u'Food', u'Coffee & Tea', u'Cafes', u'Restaurants']",40.4748883,-79.9188657,117,4.5,PA,149
149,Ts4xsKPU7FNPPZRj-nRjIg,"[u'Bars', u'Restaurants', u'Sports Bars', u'Barbeque', u'Nightlife']",40.4583902,-79.9255146,62,3.0,PA,150
150,UtWJ8NGMg-3z28s0RzlUoQ,"[u'Chinese', u'Restaurants']",40.4579893,-79.9181411,18,3.0,PA,151
151,Nnk1gNKSi_12ziNuK2llxA,"[u'Shopping', u'Home Decor', u'Home & Garden', u'Furniture Stores']",40.4575612,-79.9250618,5,3.5,PA,152
152,Px-EjhtV9XJcEs1ty4giAg,"[u'Pets', u'Pet Stores']",40.4584403,-79.9246934,5,5.0,PA,153
153,2i6lkGef2_GMudi6SbRX2w,"[u'Health & Medical', u'Chiropractors']",40.458477,-79.921901,7,5.0,PA,154
154,t15LDNaHFpu-bAEJSdoV-g,"[u'Tires', u'Automotive', u'Auto Repair', u'Oil Change Stations']",40.4640842,-79.9312724,9,2.0,PA,155
155,bZcqORBnVApUA2-SEn7VEQ,"[u'Burgers', u'Fast Food', u'Restaurants']",40.4588455683,-79.9184470786,8,2.0,PA,156
156,WWlNzfSllSQhr4whj0W_ng,"[u'Auto Repair', u'Automotive']",40.4592603,-79.931445,99,5.0,PA,157
157,R03p_2AxXpNtM31lutbnkA,"[u'Arts & Entertainment', u'Performing Arts']",40.4618791,-79.9252673,4,4.0,PA,158
158,LVEHxJheleSXj1oKxALYbQ,"[u'Keys & Locksmiths', u'Home Services', u'Security Systems']",40.4605003,-79.9256896,10,5.0,PA,159
159,YMEtEsUDQKOYJOcE5Fx3gQ,"[u'Bakeries', u'Food', u'Specialty Schools', u'Education', u'Cooking Schools']",40.4754755,-79.9196258,41,4.5,PA,160
160,-raHHPz6kBnQgBH-oCuDFA,"[u'Financial Services', u'Hotels & Travel', u'Travel Services', u'Insurance']",40.4597857,-79.9272548,25,2.5,PA,161
161,1IwQhGGOrVNGGQskR_3uLw,"[u'Libraries', u'Public Services & Government']",40.4609626,-79.9265025,4,5.0,PA,162
162,ZDKi3qsO8lSSogrIdbLJKg,"[u'Bars', u'Arts & Entertainment', u'Nightlife', u'Music Venues']",40.4605052,-79.9253403,28,4.5,PA,163
163,qA1PXTv0snTO1gpNPm-Jfw,"[u'Hardware Stores', u'Shopping', u'Nurseries & Gardening', u'Appliances', u'Home & Garden']",40.4651804861,-79.9220609665,33,3.0,PA,164
164,riqqVx-LssGUErBeQisKng,"[u'Art Schools', u'Specialty Schools', u'Education']",40.463935,-79.933126,14,4.5,PA,165
165,fp-tknN_5XBmhUS4fSJBgQ,"[u'Churches', u'Religious Organizations']",40.4624304,-79.9141402,4,5.0,PA,166
166,hzEFfuz2mOA3whGk8UZxjQ,"[u'Hair Salons', u'Beauty & Spas']",40.4575933,-79.9253355,6,5.0,PA,167
167,IX8FoKD6Gjha0pePoBrSqQ,"[u'Local Services', u'Dry Cleaning & Laundry', u'Shoe Repair']",40.458548,-79.9246736,11,2.5,PA,168
168,FZ67NZD-_aou82e-7TT_nA,"[u'Auto Repair', u'Oil Change Stations', u'Tires', u'Automotive']",40.4640348,-79.9248088,17,2.5,PA,169
169,56eSsdwPI7t6c0t312VqLg,"[u'Home Services', u'Real Estate', u'Apartments']",40.4501457,-79.9142223,4,3.5,PA,170
170,B9C6j80ob0f1pwi1Cnnd1Q,"[u'Pizza', u'Restaurants']",40.4582251,-79.9251182,37,3.0,PA,171
171,OWNkVvDfREC1_6S3jS-7Ug,"[u'Optometrists', u'Health & Medical']",40.4620419,-79.9261123,5,4.0,PA,172
172,gZEUfwSZDuVtLDWl96kiFA,"[u'Local Services', u'Dry Cleaning & Laundry']",40.4572909,-79.9252009,6,2.0,PA,173
173,wfCLz9-aeShbPB7CaTY-qQ,"[u'Food', u'Health Markets', u'Grocery', u'Organic Stores', u'Specialty Food']",40.4585106475,-79.9288301986,111,3.5,PA,174
174,kDtr03NIjERTqpdfVRCXWg,"[u'Event Planning & Services', u'Party & Event Planning']",40.4635585,-79.9057874,3,5.0,PA,175
175,PaD_6AJMbLt84QU8T6ymow,"[u'Auto Repair', u'Automotive', u'Transmission Repair', u'Oil Change Stations']",40.4624796,-79.9278469,21,4.5,PA,176
176,XhVqPwnKEFa6QuU-NNb2ag,"[u'Home Services', u'Real Estate', u'Apartments']",40.4572797,-79.9225533,9,2.0,PA,177
177,0sSHuXYIuJ5iy8eSCAq4gg,"[u'Active Life', u'Tennis']",40.459676,-79.923615,4,4.0,PA,178
178,XC9blQA9Mk4w7oKVJ0nJXw,"[u""Women's Clothing"", u""Men's Clothing"", u'Fashion', u'Shopping']",40.4587171,-79.9254048,5,4.5,PA,179
179,tvXTHj9V5sgRoeVJW_FiTg,"[u'Chinese', u'Restaurants']",40.4571291,-79.9334864,12,3.0,PA,180
180,wK3Bxrjd4pfwhxlVkKawpw,"[u'Home Services', u'Real Estate', u'Apartments']",40.4552551,-79.9212929,4,2.0,PA,181
181,_4jd_mYZ8EmE7Hl7AOyWzA,"[u'Health & Medical', u'Chiropractors']",40.4538558,-79.9210608,5,4.0,PA,182
182,2SwC8wqpZC4B9iFVTgYT9A,"[u'Bars', u'Mediterranean', u'Wine Bars', u'Nightlife', u'Restaurants', u'Diners']",40.458138,-79.924797,276,4.0,PA,183
183,FcWZ-X_tEku6n--hDLEnrw,"[u'Hair Salons', u'Day Spas', u'Beauty & Spas']",40.4577094,-79.9333608,3,4.5,PA,184
184,PzG0XmAmtXFs6Fdnubf41g,"[u'Food', u'Coffee & Tea', u'Vegetarian', u'Restaurants']",40.464485,-79.935388,144,4.0,PA,185
185,lHP5STO7aomlEQixH8m1aA,"[u'Pizza', u'Restaurants']",40.4572561,-79.9253542,81,4.0,PA,186
186,0TvxDhCKPQ-_dDyffEnJQQ,"[u'Veterinarians', u'Pets']",40.4502135,-79.9143225,21,4.0,PA,187
